1000, 2.920078391608392E-4
1001, 2.1009875724275725E-4
1002, 2.1023005394605395E-4
1003, 2.0376575524475526E-4
1004, 2.0066167032967033E-4
1005, 1.9959460939060939E-4
1006, 2.0102307292707295E-4
1007, 2.039935184815185E-4
1008, 2.0262999300699303E-4
1009, 2.0269067732267733E-4
1010, 2.0004255944055946E-4
1011, 2.0115358841158842E-4
1012, 2.0310500599400602E-4
1013, 2.0243534965034966E-4
1014, 2.0342358941058942E-4
1015, 2.033003096903097E-4
1016, 2.051172177822178E-4
1017, 2.0074821678321678E-4
1018, 2.03237993006993E-4
1019, 2.0226695904095905E-4
1020, 2.0247385314685316E-4
1021, 2.023582307692308E-4
1022, 2.0372208491508493E-4
1023, 2.031195074925075E-4
1024, 2.0546565734265736E-4
1025, 2.0658373326673326E-4
1026, 2.100019080919081E-4
1027, 2.0361868231768234E-4
1028, 2.036262987012987E-4
1029, 2.041942137862138E-4
1030, 2.0373304395604396E-4
1031, 2.0397248651348653E-4
1032, 2.0663825074925075E-4
1033, 2.0528887812187814E-4
1034, 2.0578399000999002E-4
1035, 2.0666272227772229E-4
1036, 2.0679824375624377E-4
1037, 2.0591434565434566E-4
1038, 2.0693513386613389E-4
1039, 2.061594135864136E-4
1040, 2.0663464635364636E-4
1041, 2.149687102897103E-4
1042, 2.0808013386613386E-4
1043, 2.073197162837163E-4
1044, 2.1011475524475526E-4
1045, 2.0729447352647352E-4
1046, 2.0823213886113888E-4
1047, 2.0855427472527474E-4
1048, 2.08429002997003E-4
1049, 2.0893244155844158E-4
1050, 2.089193006993007E-4
1051, 2.0937083216783218E-4
1052, 2.0958774525474527E-4
1053, 2.1152262937062938E-4
1054, 2.1052498001998004E-4
1055, 2.1725281318681321E-4
1056, 2.1362444955044956E-4
1057, 2.1235294805194805E-4
1058, 2.128158991008991E-4
1059, 2.1076812587412589E-4
1060, 2.1228089310689312E-4
1061, 2.1152907292707292E-4
1062, 2.1412425474525476E-4
1063, 2.1265874925074926E-4
1064, 2.1378725374625375E-4
1065, 2.149883836163836E-4
1066, 2.138875334665335E-4
1067, 2.143115214785215E-4
1068, 2.137816093906094E-4
1069, 2.139590969030969E-4
1070, 2.138067102897103E-4
1071, 2.2037013686313688E-4
1072, 2.1387585214785215E-4
1073, 2.135861138861139E-4
1074, 2.1942446453546456E-4
1075, 2.1514645354645356E-4
1076, 2.1639894905094907E-4
1077, 2.1583186413586414E-4
1078, 2.1685691708291712E-4
1079, 2.198932107892108E-4
1080, 2.1789407992007994E-4
1081, 2.1717633066933067E-4
1082, 2.167456973026973E-4
1083, 2.1720944055944057E-4
1084, 2.2544245354645355E-4
1085, 2.1744085514485513E-4
1086, 2.184876883116883E-4
1087, 2.1761852347652348E-4
1088, 2.18151027972028E-4
1089, 2.1774123276723276E-4
1090, 2.2001918181818183E-4
1091, 2.1953023576423578E-4
1092, 2.2060495304695305E-4
1093, 2.222275284715285E-4
1094, 2.241801978021978E-4
1095, 2.1976473426573427E-4
1096, 2.2062078721278724E-4
1097, 2.1969369130869133E-4
1098, 2.231241158841159E-4
1099, 2.2316925574425575E-4
1100, 2.303733926073926E-4
1101, 2.2308716283716285E-4
1102, 2.2463739360639362E-4
1103, 2.3066185914085916E-4
1104, 2.243328211788212E-4
1105, 2.2230606593406593E-4
1106, 2.2981481418581418E-4
1107, 2.226779170829171E-4
1108, 2.2329963136863139E-4
1109, 2.302955224775225E-4
1110, 2.2835378221778223E-4
1111, 2.240019060939061E-4
1112, 2.3285519080919084E-4
1113, 2.2615779620379622E-4
1114, 2.25877015984016E-4
1115, 2.2573483916083918E-4
1116, 2.266900999000999E-4
1117, 2.2669898701298702E-4
1118, 2.336365164835165E-4
1119, 2.2604207192807195E-4
1120, 2.2646416683316683E-4
1121, 2.312561148851149E-4
1122, 2.2783104495504498E-4
1123, 2.286927222777223E-4
1124, 2.3293647252747255E-4
1125, 2.3138447952047954E-4
1126, 2.2981084815184815E-4
1127, 2.3162855644355646E-4
1128, 2.3119025574425576E-4
1129, 2.2956348651348654E-4
1130, 2.3251397502497504E-4
1131, 2.3313894105894106E-4
1132, 2.340189250749251E-4
1133, 2.3178584515484515E-4
1134, 2.3592867532467535E-4
1135, 2.3025345054945056E-4
1136, 2.3316113086913087E-4
1137, 2.3461855844155845E-4
1138, 2.3212647852147855E-4
1139, 2.309514015984016E-4
1140, 2.3217565234765237E-4
1141, 2.326043126873127E-4
1142, 2.3547773226773229E-4
1143, 2.3318494005994007E-4
1144, 2.3214095004995004E-4
1145, 2.3199664135864137E-4
1146, 2.345369230769231E-4
1147, 2.327227182817183E-4
1148, 2.3506066033966036E-4
1149, 2.3402342657342657E-4
1150, 2.3581537162837166E-4
1151, 2.3356454645354646E-4
1152, 2.344185174825175E-4
1153, 2.3444926473526476E-4
1154, 2.355028331668332E-4
1155, 2.3783717182817183E-4
1156, 2.357069240759241E-4
1157, 2.3832057242757245E-4
1158, 2.363237032967033E-4
1159, 2.3771494205794208E-4
1160, 2.378879060939061E-4
1161, 2.3685736863136866E-4
1162, 2.3732715584415587E-4
1163, 2.3832304295704298E-4
1164, 2.3911906193806195E-4
1165, 2.3816945654345657E-4
1166, 2.3917414085914088E-4
1167, 2.3921799000999E-4
1168, 2.3993118481518483E-4
1169, 2.3848624775224777E-4
1170, 2.3890218881118884E-4
1171, 2.4165690109890112E-4
