1000, 2.8537968731268733E-4
2000, 3.5498725974025976E-4
3000, 5.579367172827173E-4
4000, 7.89677013986014E-4
5000, 0.0010656981988011987
6000, 0.0013488554665334667
7000, 0.0017051005964035964
8000, 0.0019825758421578425
9000, 0.002303696878121878
10000, 0.0025874532037962043
11000, 0.003228777603
12000, 0.003210747628
13000, 0.003945943923000001
14000, 0.004165352089999999
15000, 0.0043394515800000005
16000, 0.004608212667
17000, 0.005009803470000001
18000, 0.005757301743
19000, 0.0061209400150000004
20000, 0.007041834405
21000, 0.0071236505450000005
22000, 0.007621852311
23000, 0.008211239823
24000, 0.00789757613
25000, 0.008594734496000001
26000, 0.008732852781
27000, 0.00985959758
28000, 0.010793990145
29000, 0.010863751633000001
30000, 0.010886076763
31000, 0.012605226486000001
32000, 0.015334143594
33000, 0.015192418949000001
34000, 0.015675529584
35000, 0.017889069236
36000, 0.023104121044000003
37000, 0.025237638298
38000, 0.019978107883
39000, 0.021134771357000003
40000, 0.026816600425
41000, 0.023886955777
42000, 0.023943049360999998
43000, 0.027396297028
44000, 0.027781841494000002
45000, 0.027324511975
46000, 0.028454282241000002
47000, 0.029497066898000003
48000, 0.031320511470000006
49000, 0.033885549162000005
50000, 0.032262413282
51000, 0.03281810705
52000, 0.044636783909
53000, 0.041395232451000005
54000, 0.038368287945
55000, 0.045356485094
56000, 0.040057206745000004
57000, 0.04992816307800001
58000, 0.055640547118
59000, 0.045617245913
60000, 0.054680179791
61000, 0.053253597572
62000, 0.049793467507000005
63000, 0.05473726879500001
64000, 0.05862703131000001
65000, 0.06246646716300001
66000, 0.061225798473000005
67000, 0.056405929210000004
68000, 0.054651747159
69000, 0.06040593617
70000, 0.05888570539600001
71000, 0.057027157832
72000, 0.059110743658
73000, 0.068028244118
74000, 0.075150423918
75000, 0.08061128214
76000, 0.077423232763
77000, 0.07391556975800001
78000, 0.072398728206
79000, 0.078780124618
80000, 0.070877168314
